ID,duration,mix_wav,mix_wav_format,mix_wav_opts,s1_wav,s1_wav_format,s1_wav_opts,s2_wav,s2_wav_format,s2_wav_opts,noise_wav,noise_wav_format,noise_wav_opts
1416,1.0,../../../min/train/mixture/01aa010k_2.8219_209c010h_-2.8219.wav,wav,,../../../min/train/source1/01aa010k_2.8219_209c010h_-2.8219.wav,wav,,../../../min/train/source2/01aa010k_2.8219_209c010h_-2.8219.wav,wav,,,,
1417,1.0,../../../min/train/mixture/01aa010k_2.8828_209o0108_-2.8828.wav,wav,,../../../min/train/source1/01aa010k_2.8828_209o0108_-2.8828.wav,wav,,../../../min/train/source2/01aa010k_2.8828_209o0108_-2.8828.wav,wav,,,,
1418,1.0,../../../min/train/mixture/01aa010k_2.9313_209o0107_-2.9313.wav,wav,,../../../min/train/source1/01aa010k_2.9313_209o0107_-2.9313.wav,wav,,../../../min/train/source2/01aa010k_2.9313_209o0107_-2.9313.wav,wav,,,,
1419,1.0,../../../min/train/mixture/01aa010k_3.0136_209a010b_-3.0136.wav,wav,,../../../min/train/source1/01aa010k_3.0136_209a010b_-3.0136.wav,wav,,../../../min/train/source2/01aa010k_3.0136_209a010b_-3.0136.wav,wav,,,,
1420,1.0,../../../min/train/mixture/01aa010k_3.05_209c010i_-3.05.wav,wav,,../../../min/train/source1/01aa010k_3.05_209c010i_-3.05.wav,wav,,../../../min/train/source2/01aa010k_3.05_209c010i_-3.05.wav,wav,,,,
1421,1.0,../../../min/train/mixture/01aa010k_3.2062_209a0107_-3.2062.wav,wav,,../../../min/train/source1/01aa010k_3.2062_209a0107_-3.2062.wav,wav,,../../../min/train/source2/01aa010k_3.2062_209a0107_-3.2062.wav,wav,,,,
1422,1.0,../../../min/train/mixture/01aa010k_3.2669_209c010p_-3.2669.wav,wav,,../../../min/train/source1/01aa010k_3.2669_209c010p_-3.2669.wav,wav,,../../../min/train/source2/01aa010k_3.2669_209c010p_-3.2669.wav,wav,,,,
1423,1.0,../../../min/train/mixture/01aa010k_3.399_209a0102_-3.399.wav,wav,,../../../min/train/source1/01aa010k_3.399_209a0102_-3.399.wav,wav,,../../../min/train/source2/01aa010k_3.399_209a0102_-3.399.wav,wav,,,,
1424,1.0,../../../min/train/mixture/01aa010k_3.6883_209o010e_-3.6883.wav,wav,,../../../min/train/source1/01aa010k_3.6883_209o010e_-3.6883.wav,wav,,../../../min/train/source2/01aa010k_3.6883_209o010e_-3.6883.wav,wav,,,,
1425,1.0,../../../min/train/mixture/01aa010k_3.7227_209o010o_-3.7227.wav,wav,,../../../min/train/source1/01aa010k_3.7227_209o010o_-3.7227.wav,wav,,../../../min/train/source2/01aa010k_3.7227_209o010o_-3.7227.wav,wav,,,,
1426,1.0,../../../min/train/mixture/01aa010k_3.77_209a010k_-3.77.wav,wav,,../../../min/train/source1/01aa010k_3.77_209a010k_-3.77.wav,wav,,../../../min/train/source2/01aa010k_3.77_209a010k_-3.77.wav,wav,,,,
1427,1.0,../../../min/train/mixture/01aa010k_3.7902_209o0105_-3.7902.wav,wav,,../../../min/train/source1/01aa010k_3.7902_209o0105_-3.7902.wav,wav,,../../../min/train/source2/01aa010k_3.7902_209o0105_-3.7902.wav,wav,,,,
1428,1.0,../../../min/train/mixture/01aa010k_3.8399_209o010h_-3.8399.wav,wav,,../../../min/train/source1/01aa010k_3.8399_209o010h_-3.8399.wav,wav,,../../../min/train/source2/01aa010k_3.8399_209o010h_-3.8399.wav,wav,,,,
1429,1.0,../../../min/train/mixture/01aa010k_3.849_209c010j_-3.849.wav,wav,,../../../min/train/source1/01aa010k_3.849_209c010j_-3.849.wav,wav,,../../../min/train/source2/01aa010k_3.849_209c010j_-3.849.wav,wav,,,,
1430,1.0,../../../min/train/mixture/01aa010k_3.9991_209o010b_-3.9991.wav,wav,,../../../min/train/source1/01aa010k_3.9991_209o010b_-3.9991.wav,wav,,../../../min/train/source2/01aa010k_3.9991_209o010b_-3.9991.wav,wav,,,,
1431,1.0,../../../min/train/mixture/01aa010k_4.0006_209o010p_-4.0006.wav,wav,,../../../min/train/source1/01aa010k_4.0006_209o010p_-4.0006.wav,wav,,../../../min/train/source2/01aa010k_4.0006_209o010p_-4.0006.wav,wav,,,,
1432,1.0,../../../min/train/mixture/01aa010k_4.0474_209o010a_-4.0474.wav,wav,,../../../min/train/source1/01aa010k_4.0474_209o010a_-4.0474.wav,wav,,../../../min/train/source2/01aa010k_4.0474_209o010a_-4.0474.wav,wav,,,,
1433,1.0,../../../min/train/mixture/01aa010k_4.1257_209c010q_-4.1257.wav,wav,,../../../min/train/source1/01aa010k_4.1257_209c010q_-4.1257.wav,wav,,../../../min/train/source2/01aa010k_4.1257_209c010q_-4.1257.wav,wav,,,,
1434,1.0,../../../min/train/mixture/01aa010k_4.1589_209o0104_-4.1589.wav,wav,,../../../min/train/source1/01aa010k_4.1589_209o0104_-4.1589.wav,wav,,../../../min/train/source2/01aa010k_4.1589_209o0104_-4.1589.wav,wav,,,,
1435,1.0,../../../min/train/mixture/01aa010k_4.2448_209a0111_-4.2448.wav,wav,,../../../min/train/source1/01aa010k_4.2448_209a0111_-4.2448.wav,wav,,../../../min/train/source2/01aa010k_4.2448_209a0111_-4.2448.wav,wav,,,,
1436,1.0,../../../min/train/mixture/01aa010k_4.2897_209a010i_-4.2897.wav,wav,,../../../min/train/source1/01aa010k_4.2897_209a010i_-4.2897.wav,wav,,../../../min/train/source2/01aa010k_4.2897_209a010i_-4.2897.wav,wav,,,,
1437,1.0,../../../min/train/mixture/01aa010k_4.3168_209o010k_-4.3168.wav,wav,,../../../min/train/source1/01aa010k_4.3168_209o010k_-4.3168.wav,wav,,../../../min/train/source2/01aa010k_4.3168_209o010k_-4.3168.wav,wav,,,,
1438,1.0,../../../min/train/mixture/01aa010k_4.5451_209c0107_-4.5451.wav,wav,,../../../min/train/source1/01aa010k_4.5451_209c0107_-4.5451.wav,wav,,../../../min/train/source2/01aa010k_4.5451_209c0107_-4.5451.wav,wav,,,,
1439,1.0,../../../min/train/mixture/01aa010k_4.7036_209a0105_-4.7036.wav,wav,,../../../min/train/source1/01aa010k_4.7036_209a0105_-4.7036.wav,wav,,../../../min/train/source2/01aa010k_4.7036_209a0105_-4.7036.wav,wav,,,,
1440,1.0,../../../min/train/mixture/01aa010k_4.7056_209o0103_-4.7056.wav,wav,,../../../min/train/source1/01aa010k_4.7056_209o0103_-4.7056.wav,wav,,../../../min/train/source2/01aa010k_4.7056_209o0103_-4.7056.wav,wav,,,,
1441,1.0,../../../min/train/mixture/01aa010k_4.7852_209o0106_-4.7852.wav,wav,,../../../min/train/source1/01aa010k_4.7852_209o0106_-4.7852.wav,wav,,../../../min/train/source2/01aa010k_4.7852_209o0106_-4.7852.wav,wav,,,,
1442,1.0,../../../min/train/mixture/01aa010k_4.8247_209a010m_-4.8247.wav,wav,,../../../min/train/source1/01aa010k_4.8247_209a010m_-4.8247.wav,wav,,../../../min/train/source2/01aa010k_4.8247_209a010m_-4.8247.wav,wav,,,,
1443,1.0,../../../min/train/mixture/01aa010k_4.8405_209c010f_-4.8405.wav,wav,,../../../min/train/source1/01aa010k_4.8405_209c010f_-4.8405.wav,wav,,../../../min/train/source2/01aa010k_4.8405_209c010f_-4.8405.wav,wav,,,,
1444,1.0,../../../min/train/mixture/01aa010k_4.8643_209a010q_-4.8643.wav,wav,,../../../min/train/source1/01aa010k_4.8643_209a010q_-4.8643.wav,wav,,../../../min/train/source2/01aa010k_4.8643_209a010q_-4.8643.wav,wav,,,,
1445,1.0,../../../min/train/mixture/01aa010k_4.8759_209a010y_-4.8759.wav,wav,,../../../min/train/source1/01aa010k_4.8759_209a010y_-4.8759.wav,wav,,../../../min/train/source2/01aa010k_4.8759_209a010y_-4.8759.wav,wav,,,,
1446,1.0,../../../min/train/mixture/01aa010k_4.911_209a010d_-4.911.wav,wav,,../../../min/train/source1/01aa010k_4.911_209a010d_-4.911.wav,wav,,../../../min/train/source2/01aa010k_4.911_209a010d_-4.911.wav,wav,,,,
1447,1.0,../../../min/train/mixture/01aa010k_4.9222_209c010k_-4.9222.wav,wav,,../../../min/train/source1/01aa010k_4.9222_209c010k_-4.9222.wav,wav,,../../../min/train/source2/01aa010k_4.9222_209c010k_-4.9222.wav,wav,,,,
1448,1.0,../../../min/train/mixture/01aa010k_4.955_209a010r_-4.955.wav,wav,,../../../min/train/source1/01aa010k_4.955_209a010r_-4.955.wav,wav,,../../../min/train/source2/01aa010k_4.955_209a010r_-4.955.wav,wav,,,,
1449,1.0,../../../min/train/mixture/01aa010k_4.9772_209o0102_-4.9772.wav,wav,,../../../min/train/source1/01aa010k_4.9772_209o0102_-4.9772.wav,wav,,../../../min/train/source2/01aa010k_4.9772_209o0102_-4.9772.wav,wav,,,,
1450,1.0,../../../min/train/mixture/01aa010l_0.027122_209a0109_-0.027122.wav,wav,,../../../min/train/source1/01aa010l_0.027122_209a0109_-0.027122.wav,wav,,../../../min/train/source2/01aa010l_0.027122_209a0109_-0.027122.wav,wav,,,,
1451,1.0,../../../min/train/mixture/01aa010l_0.072569_209o010l_-0.072569.wav,wav,,../../../min/train/source1/01aa010l_0.072569_209o010l_-0.072569.wav,wav,,../../../min/train/source2/01aa010l_0.072569_209o010l_-0.072569.wav,wav,,,,
1452,1.0,../../../min/train/mixture/01aa010l_0.082083_209a010t_-0.082083.wav,wav,,../../../min/train/source1/01aa010l_0.082083_209a010t_-0.082083.wav,wav,,../../../min/train/source2/01aa010l_0.082083_209a010t_-0.082083.wav,wav,,,,
1453,1.0,../../../min/train/mixture/01aa010l_0.086789_209a010z_-0.086789.wav,wav,,../../../min/train/source1/01aa010l_0.086789_209a010z_-0.086789.wav,wav,,../../../min/train/source2/01aa010l_0.086789_209a010z_-0.086789.wav,wav,,,,
1454,1.0,../../../min/train/mixture/01aa010l_0.12621_209o010d_-0.12621.wav,wav,,../../../min/train/source1/01aa010l_0.12621_209o010d_-0.12621.wav,wav,,../../../min/train/source2/01aa010l_0.12621_209o010d_-0.12621.wav,wav,,,,
1455,1.0,../../../min/train/mixture/01aa010l_0.16183_209a010q_-0.16183.wav,wav,,../../../min/train/source1/01aa010l_0.16183_209a010q_-0.16183.wav,wav,,../../../min/train/source2/01aa010l_0.16183_209a010q_-0.16183.wav,wav,,,,
1456,1.0,../../../min/train/mixture/01aa010l_0.20461_209a010p_-0.20461.wav,wav,,../../../min/train/source1/01aa010l_0.20461_209a010p_-0.20461.wav,wav,,../../../min/train/source2/01aa010l_0.20461_209a010p_-0.20461.wav,wav,,,,
1457,1.0,../../../min/train/mixture/01aa010l_0.30002_209a010b_-0.30002.wav,wav,,../../../min/train/source1/01aa010l_0.30002_209a010b_-0.30002.wav,wav,,../../../min/train/source2/01aa010l_0.30002_209a010b_-0.30002.wav,wav,,,,
1458,1.0,../../../min/train/mixture/01aa010l_0.30484_209o0105_-0.30484.wav,wav,,../../../min/train/source1/01aa010l_0.30484_209o0105_-0.30484.wav,wav,,../../../min/train/source2/01aa010l_0.30484_209o0105_-0.30484.wav,wav,,,,
1459,1.0,../../../min/train/mixture/01aa010l_0.41939_209a010g_-0.41939.wav,wav,,../../../min/train/source1/01aa010l_0.41939_209a010g_-0.41939.wav,wav,,../../../min/train/source2/01aa010l_0.41939_209a010g_-0.41939.wav,wav,,,,
1460,1.0,../../../min/train/mixture/01aa010l_0.5163_209c010h_-0.5163.wav,wav,,../../../min/train/source1/01aa010l_0.5163_209c010h_-0.5163.wav,wav,,../../../min/train/source2/01aa010l_0.5163_209c010h_-0.5163.wav,wav,,,,
1461,1.0,../../../min/train/mixture/01aa010l_0.47214_209c0106_-0.47214.wav,wav,,../../../min/train/source1/01aa010l_0.47214_209c0106_-0.47214.wav,wav,,../../../min/train/source2/01aa010l_0.47214_209c0106_-0.47214.wav,wav,,,,
1462,1.0,../../../min/train/mixture/01aa010l_0.52908_209a0113_-0.52908.wav,wav,,../../../min/train/source1/01aa010l_0.52908_209a0113_-0.52908.wav,wav,,../../../min/train/source2/01aa010l_0.52908_209a0113_-0.52908.wav,wav,,,,
1463,1.0,../../../min/train/mixture/01aa010l_0.59113_209c010g_-0.59113.wav,wav,,../../../min/train/source1/01aa010l_0.59113_209c010g_-0.59113.wav,wav,,../../../min/train/source2/01aa010l_0.59113_209c010g_-0.59113.wav,wav,,,,
1464,1.0,../../../min/train/mixture/01aa010l_0.82244_209c010n_-0.82244.wav,wav,,../../../min/train/source1/01aa010l_0.82244_209c010n_-0.82244.wav,wav,,../../../min/train/source2/01aa010l_0.82244_209c010n_-0.82244.wav,wav,,,,
1465,1.0,../../../min/train/mixture/01aa010l_0.84153_209o010g_-0.84153.wav,wav,,../../../min/train/source1/01aa010l_0.84153_209o010g_-0.84153.wav,wav,,../../../min/train/source2/01aa010l_0.84153_209o010g_-0.84153.wav,wav,,,,
1466,1.0,../../../min/train/mixture/01aa010l_0.8743_209a010x_-0.8743.wav,wav,,../../../min/train/source1/01aa010l_0.8743_209a010x_-0.8743.wav,wav,,../../../min/train/source2/01aa010l_0.8743_209a010x_-0.8743.wav,wav,,,,
1467,1.0,../../../min/train/mixture/01aa010l_1.0646_209o010h_-1.0646.wav,wav,,../../../min/train/source1/01aa010l_1.0646_209o010h_-1.0646.wav,wav,,../../../min/train/source2/01aa010l_1.0646_209o010h_-1.0646.wav,wav,,,,
1468,1.0,../../../min/train/mixture/01aa010l_1.1722_209c010o_-1.1722.wav,wav,,../../../min/train/source1/01aa010l_1.1722_209c010o_-1.1722.wav,wav,,../../../min/train/source2/01aa010l_1.1722_209c010o_-1.1722.wav,wav,,,,
1469,1.0,../../../min/train/mixture/01aa010l_1.4498_209c0109_-1.4498.wav,wav,,../../../min/train/source1/01aa010l_1.4498_209c0109_-1.4498.wav,wav,,../../../min/train/source2/01aa010l_1.4498_209c0109_-1.4498.wav,wav,,,,
1470,1.0,../../../min/train/mixture/01aa010l_1.553_209c010a_-1.553.wav,wav,,../../../min/train/source1/01aa010l_1.553_209c010a_-1.553.wav,wav,,../../../min/train/source2/01aa010l_1.553_209c010a_-1.553.wav,wav,,,,
1471,1.0,../../../min/train/mixture/01aa010l_1.5566_209a0114_-1.5566.wav,wav,,../../../min/train/source1/01aa010l_1.5566_209a0114_-1.5566.wav,wav,,../../../min/train/source2/01aa010l_1.5566_209a0114_-1.5566.wav,wav,,,,
1472,1.0,../../../min/train/mixture/01aa010l_1.6514_209a0102_-1.6514.wav,wav,,../../../min/train/source1/01aa010l_1.6514_209a0102_-1.6514.wav,wav,,../../../min/train/source2/01aa010l_1.6514_209a0102_-1.6514.wav,wav,,,,
1473,1.0,../../../min/train/mixture/01aa010l_1.691_209o010i_-1.691.wav,wav,,../../../min/train/source1/01aa010l_1.691_209o010i_-1.691.wav,wav,,../../../min/train/source2/01aa010l_1.691_209o010i_-1.691.wav,wav,,,,
1474,1.0,../../../min/train/mixture/01aa010l_1.8367_209a010w_-1.8367.wav,wav,,../../../min/train/source1/01aa010l_1.8367_209a010w_-1.8367.wav,wav,,../../../min/train/source2/01aa010l_1.8367_209a010w_-1.8367.wav,wav,,,,
1475,1.0,../../../min/train/mixture/01aa010l_1.8597_209a010c_-1.8597.wav,wav,,../../../min/train/source1/01aa010l_1.8597_209a010c_-1.8597.wav,wav,,../../../min/train/source2/01aa010l_1.8597_209a010c_-1.8597.wav,wav,,,,
1476,1.0,../../../min/train/mixture/01aa010l_1.9659_209c010f_-1.9659.wav,wav,,../../../min/train/source1/01aa010l_1.9659_209c010f_-1.9659.wav,wav,,../../../min/train/source2/01aa010l_1.9659_209c010f_-1.9659.wav,wav,,,,
1477,1.0,../../../min/train/mixture/01aa010l_1.9998_209c010c_-1.9998.wav,wav,,../../../min/train/source1/01aa010l_1.9998_209c010c_-1.9998.wav,wav,,../../../min/train/source2/01aa010l_1.9998_209c010c_-1.9998.wav,wav,,,,
1478,1.0,../../../min/train/mixture/01aa010l_2.4467_209a010h_-2.4467.wav,wav,,../../../min/train/source1/01aa010l_2.4467_209a010h_-2.4467.wav,wav,,../../../min/train/source2/01aa010l_2.4467_209a010h_-2.4467.wav,wav,,,,
1479,1.0,../../../min/train/mixture/01aa010l_2.4678_209c0102_-2.4678.wav,wav,,../../../min/train/source1/01aa010l_2.4678_209c0102_-2.4678.wav,wav,,../../../min/train/source2/01aa010l_2.4678_209c0102_-2.4678.wav,wav,,,,
1480,1.0,../../../min/train/mixture/01aa010l_2.4716_209o010m_-2.4716.wav,wav,,../../../min/train/source1/01aa010l_2.4716_209o010m_-2.4716.wav,wav,,../../../min/train/source2/01aa010l_2.4716_209o010m_-2.4716.wav,wav,,,,
1481,1.0,../../../min/train/mixture/01aa010l_2.5058_209c010b_-2.5058.wav,wav,,../../../min/train/source1/01aa010l_2.5058_209c010b_-2.5058.wav,wav,,../../../min/train/source2/01aa010l_2.5058_209c010b_-2.5058.wav,wav,,,,
1482,1.0,../../../min/train/mixture/01aa010l_2.5126_209c010e_-2.5126.wav,wav,,../../../min/train/source1/01aa010l_2.5126_209c010e_-2.5126.wav,wav,,../../../min/train/source2/01aa010l_2.5126_209c010e_-2.5126.wav,wav,,,,
1483,1.0,../../../min/train/mixture/01aa010l_2.7514_209a010a_-2.7514.wav,wav,,../../../min/train/source1/01aa010l_2.7514_209a010a_-2.7514.wav,wav,,../../../min/train/source2/01aa010l_2.7514_209a010a_-2.7514.wav,wav,,,,
1484,1.0,../../../min/train/mixture/01aa010l_2.7706_209a0112_-2.7706.wav,wav,,../../../min/train/source1/01aa010l_2.7706_209a0112_-2.7706.wav,wav,,../../../min/train/source2/01aa010l_2.7706_209a0112_-2.7706.wav,wav,,,,
1485,1.0,../../../min/train/mixture/01aa010l_2.8215_209a010j_-2.8215.wav,wav,,../../../min/train/source1/01aa010l_2.8215_209a010j_-2.8215.wav,wav,,../../../min/train/source2/01aa010l_2.8215_209a010j_-2.8215.wav,wav,,,,
1486,1.0,../../../min/train/mixture/01aa010l_2.8552_209o010e_-2.8552.wav,wav,,../../../min/train/source1/01aa010l_2.8552_209o010e_-2.8552.wav,wav,,../../../min/train/source2/01aa010l_2.8552_209o010e_-2.8552.wav,wav,,,,
1487,1.0,../../../min/train/mixture/01aa010l_3.0663_209a010e_-3.0663.wav,wav,,../../../min/train/source1/01aa010l_3.0663_209a010e_-3.0663.wav,wav,,../../../min/train/source2/01aa010l_3.0663_209a010e_-3.0663.wav,wav,,,,
1488,1.0,../../../min/train/mixture/01aa010l_3.2509_209a010m_-3.2509.wav,wav,,../../../min/train/source1/01aa010l_3.2509_209a010m_-3.2509.wav,wav,,../../../min/train/source2/01aa010l_3.2509_209a010m_-3.2509.wav,wav,,,,
1489,1.0,../../../min/train/mixture/01aa010l_3.2512_209a0105_-3.2512.wav,wav,,../../../min/train/source1/01aa010l_3.2512_209a0105_-3.2512.wav,wav,,../../../min/train/source2/01aa010l_3.2512_209a0105_-3.2512.wav,wav,,,,
1490,1.0,../../../min/train/mixture/01aa010l_3.3028_209o010c_-3.3028.wav,wav,,../../../min/train/source1/01aa010l_3.3028_209o010c_-3.3028.wav,wav,,../../../min/train/source2/01aa010l_3.3028_209o010c_-3.3028.wav,wav,,,,
1491,1.0,../../../min/train/mixture/01aa010l_3.4196_209c0105_-3.4196.wav,wav,,../../../min/train/source1/01aa010l_3.4196_209c0105_-3.4196.wav,wav,,../../../min/train/source2/01aa010l_3.4196_209c0105_-3.4196.wav,wav,,,,
1492,1.0,../../../min/train/mixture/01aa010l_3.523_209a0107_-3.523.wav,wav,,../../../min/train/source1/01aa010l_3.523_209a0107_-3.523.wav,wav,,../../../min/train/source2/01aa010l_3.523_209a0107_-3.523.wav,wav,,,,
1493,1.0,../../../min/train/mixture/01aa010l_3.6667_209o0101_-3.6667.wav,wav,,../../../min/train/source1/01aa010l_3.6667_209o0101_-3.6667.wav,wav,,../../../min/train/source2/01aa010l_3.6667_209o0101_-3.6667.wav,wav,,,,
1494,1.0,../../../min/train/mixture/01aa010l_3.6704_209o010o_-3.6704.wav,wav,,../../../min/train/source1/01aa010l_3.6704_209o010o_-3.6704.wav,wav,,../../../min/train/source2/01aa010l_3.6704_209o010o_-3.6704.wav,wav,,,,
1495,1.0,../../../min/train/mixture/01aa010l_3.7969_209a010i_-3.7969.wav,wav,,../../../min/train/source1/01aa010l_3.7969_209a010i_-3.7969.wav,wav,,../../../min/train/source2/01aa010l_3.7969_209a010i_-3.7969.wav,wav,,,,
1496,1.0,../../../min/train/mixture/01aa010l_3.9473_209o0109_-3.9473.wav,wav,,../../../min/train/source1/01aa010l_3.9473_209o0109_-3.9473.wav,wav,,../../../min/train/source2/01aa010l_3.9473_209o0109_-3.9473.wav,wav,,,,
1497,1.0,../../../min/train/mixture/01aa010l_4.0207_209c0108_-4.0207.wav,wav,,../../../min/train/source1/01aa010l_4.0207_209c0108_-4.0207.wav,wav,,../../../min/train/source2/01aa010l_4.0207_209c0108_-4.0207.wav,wav,,,,
1498,1.0,../../../min/train/mixture/01aa010l_4.0481_209a010r_-4.0481.wav,wav,,../../../min/train/source1/01aa010l_4.0481_209a010r_-4.0481.wav,wav,,../../../min/train/source2/01aa010l_4.0481_209a010r_-4.0481.wav,wav,,,,
1499,1.0,../../../min/train/mixture/01aa010l_4.2085_209o0106_-4.2085.wav,wav,,../../../min/train/source1/01aa010l_4.2085_209o0106_-4.2085.wav,wav,,../../../min/train/source2/01aa010l_4.2085_209o0106_-4.2085.wav,wav,,,,
1500,1.0,../../../min/train/mixture/01aa010l_4.3074_209o010j_-4.3074.wav,wav,,../../../min/train/source1/01aa010l_4.3074_209o010j_-4.3074.wav,wav,,../../../min/train/source2/01aa010l_4.3074_209o010j_-4.3074.wav,wav,,,,
1501,1.0,../../../min/train/mixture/01aa010l_4.3707_209a010f_-4.3707.wav,wav,,../../../min/train/source1/01aa010l_4.3707_209a010f_-4.3707.wav,wav,,../../../min/train/source2/01aa010l_4.3707_209a010f_-4.3707.wav,wav,,,,
1502,1.0,../../../min/train/mixture/01aa010l_4.4343_209a010u_-4.4343.wav,wav,,../../../min/train/source1/01aa010l_4.4343_209a010u_-4.4343.wav,wav,,../../../min/train/source2/01aa010l_4.4343_209a010u_-4.4343.wav,wav,,,,
1503,1.0,../../../min/train/mixture/01aa010l_4.4414_209c010m_-4.4414.wav,wav,,../../../min/train/source1/01aa010l_4.4414_209c010m_-4.4414.wav,wav,,../../../min/train/source2/01aa010l_4.4414_209c010m_-4.4414.wav,wav,,,,
1504,1.0,../../../min/train/mixture/01aa010l_4.4693_209c010l_-4.4693.wav,wav,,../../../min/train/source1/01aa010l_4.4693_209c010l_-4.4693.wav,wav,,../../../min/train/source2/01aa010l_4.4693_209c010l_-4.4693.wav,wav,,,,
1505,1.0,../../../min/train/mixture/01aa010l_4.5589_209o0103_-4.5589.wav,wav,,../../../min/train/source1/01aa010l_4.5589_209o0103_-4.5589.wav,wav,,../../../min/train/source2/01aa010l_4.5589_209o0103_-4.5589.wav,wav,,,,
1506,1.0,../../../min/train/mixture/01aa010l_4.5957_209c0103_-4.5957.wav,wav,,../../../min/train/source1/01aa010l_4.5957_209c0103_-4.5957.wav,wav,,../../../min/train/source2/01aa010l_4.5957_209c0103_-4.5957.wav,wav,,,,
1507,1.0,../../../min/train/mixture/01aa010l_4.6206_209a0106_-4.6206.wav,wav,,../../../min/train/source1/01aa010l_4.6206_209a0106_-4.6206.wav,wav,,../../../min/train/source2/01aa010l_4.6206_209a0106_-4.6206.wav,wav,,,,
1508,1.0,../../../min/train/mixture/01aa010l_4.6242_209a0103_-4.6242.wav,wav,,../../../min/train/source1/01aa010l_4.6242_209a0103_-4.6242.wav,wav,,../../../min/train/source2/01aa010l_4.6242_209a0103_-4.6242.wav,wav,,,,
1509,1.0,../../../min/train/mixture/01aa010l_4.6352_209o010n_-4.6352.wav,wav,,../../../min/train/source1/01aa010l_4.6352_209o010n_-4.6352.wav,wav,,../../../min/train/source2/01aa010l_4.6352_209o010n_-4.6352.wav,wav,,,,
1510,1.0,../../../min/train/mixture/01aa010l_4.8367_209c0101_-4.8367.wav,wav,,../../../min/train/source1/01aa010l_4.8367_209c0101_-4.8367.wav,wav,,../../../min/train/source2/01aa010l_4.8367_209c0101_-4.8367.wav,wav,,,,
1511,1.0,../../../min/train/mixture/01aa010l_4.8467_209o010b_-4.8467.wav,wav,,../../../min/train/source1/01aa010l_4.8467_209o010b_-4.8467.wav,wav,,../../../min/train/source2/01aa010l_4.8467_209o010b_-4.8467.wav,wav,,,,
1512,1.0,../../../min/train/mixture/01aa010l_4.9174_209a010v_-4.9174.wav,wav,,../../../min/train/source1/01aa010l_4.9174_209a010v_-4.9174.wav,wav,,../../../min/train/source2/01aa010l_4.9174_209a010v_-4.9174.wav,wav,,,,
1513,1.0,../../../min/train/mixture/01aa010l_4.9177_209o0102_-4.9177.wav,wav,,../../../min/train/source1/01aa010l_4.9177_209o0102_-4.9177.wav,wav,,../../../min/train/source2/01aa010l_4.9177_209o0102_-4.9177.wav,wav,,,,
1514,1.0,../../../min/train/mixture/01aa010l_4.9288_209a010o_-4.9288.wav,wav,,../../../min/train/source1/01aa010l_4.9288_209a010o_-4.9288.wav,wav,,../../../min/train/source2/01aa010l_4.9288_209a010o_-4.9288.wav,wav,,,,
1515,1.0,../../../min/train/mixture/01aa010l_4.956_209c010j_-4.956.wav,wav,,../../../min/train/source1/01aa010l_4.956_209c010j_-4.956.wav,wav,,../../../min/train/source2/01aa010l_4.956_209c010j_-4.956.wav,wav,,,,
1516,1.0,../../../min/train/mixture/01aa010l_4.9628_209o0107_-4.9628.wav,wav,,../../../min/train/source1/01aa010l_4.9628_209o0107_-4.9628.wav,wav,,../../../min/train/source2/01aa010l_4.9628_209o0107_-4.9628.wav,wav,,,,
1517,1.0,../../../min/train/mixture/01aa010m_0.02139_209c0105_-0.02139.wav,wav,,../../../min/train/source1/01aa010m_0.02139_209c0105_-0.02139.wav,wav,,../../../min/train/source2/01aa010m_0.02139_209c0105_-0.02139.wav,wav,,,,
1518,1.0,../../../min/train/mixture/01aa010m_0.026692_209a010n_-0.026692.wav,wav,,../../../min/train/source1/01aa010m_0.026692_209a010n_-0.026692.wav,wav,,../../../min/train/source2/01aa010m_0.026692_209a010n_-0.026692.wav,wav,,,,
1519,1.0,../../../min/train/mixture/01aa010m_0.035674_209c010d_-0.035674.wav,wav,,../../../min/train/source1/01aa010m_0.035674_209c010d_-0.035674.wav,wav,,../../../min/train/source2/01aa010m_0.035674_209c010d_-0.035674.wav,wav,,,,
1520,1.0,../../../min/train/mixture/01aa010m_0.27851_209c010n_-0.27851.wav,wav,,../../../min/train/source1/01aa010m_0.27851_209c010n_-0.27851.wav,wav,,../../../min/train/source2/01aa010m_0.27851_209c010n_-0.27851.wav,wav,,,,
1521,1.0,../../../min/train/mixture/01aa010m_0.27973_209c010a_-0.27973.wav,wav,,../../../min/train/source1/01aa010m_0.27973_209c010a_-0.27973.wav,wav,,../../../min/train/source2/01aa010m_0.27973_209c010a_-0.27973.wav,wav,,,,
1522,1.0,../../../min/train/mixture/01aa010m_0.36027_209a010s_-0.36027.wav,wav,,../../../min/train/source1/01aa010m_0.36027_209a010s_-0.36027.wav,wav,,../../../min/train/source2/01aa010m_0.36027_209a010s_-0.36027.wav,wav,,,,
1523,1.0,../../../min/train/mixture/01aa010m_0.38925_209a010d_-0.38925.wav,wav,,../../../min/train/source1/01aa010m_0.38925_209a010d_-0.38925.wav,wav,,../../../min/train/source2/01aa010m_0.38925_209a010d_-0.38925.wav,wav,,,,
1524,1.0,../../../min/train/mixture/01aa010m_0.49053_209c010h_-0.49053.wav,wav,,../../../min/train/source1/01aa010m_0.49053_209c010h_-0.49053.wav,wav,,../../../min/train/source2/01aa010m_0.49053_209c010h_-0.49053.wav,wav,,,,
